-8.333017826080322266e-01,1.409407734870910645e+00,-2.159179449081420898e+00,2.870649576187133789e+00,-1.694903150200843811e-02,3.340485334396362305e+00,1.902000000000000000e+03
-3.206000328063964844e-01,5.550991296768188477e-01,-1.631444215774536133e+00,6.608204364776611328e+00,1.140491724014282227e+00,4.809364795684814453e+00,5.405000000000000000e+03
-4.302729368209838867e-01,6.069013476371765137e-01,-1.578848958015441895e+00,6.290234565734863281e+00,4.362683594226837158e-01,4.531443119049072266e+00,7.005000000000000000e+03
-6.277751922607421875e-01,3.476711213588714600e-01,-1.538651943206787109e+00,6.210292339324951172e+00,6.856430768966674805e-01,4.602174758911132812e+00,6.605000000000000000e+03
-4.667532444000244141e-01,4.873231053352355957e-01,-1.270335674285888672e+00,4.940441131591796875e+00,2.621868550777435303e-01,3.787580966949462891e+00,6.204000000000000000e+03
-5.446704626083374023e-01,4.430705010890960693e-01,-1.404382467269897461e+00,5.657684326171875000e+00,8.447198271751403809e-01,3.783377647399902344e+00,2.404000000000000000e+03
-1.064634472131729126e-01,-3.117907941341400146e-01,-1.185670375823974609e+00,9.397311210632324219e+00,7.613180279731750488e-01,5.913879394531250000e+00,7.006000000000000000e+03
-4.532748460769653320e-01,3.013246953487396240e-01,-1.453907251358032227e+00,6.460824012756347656e+00,1.169964790344238281e+00,4.536420822143554688e+00,8.505000000000000000e+03
-6.116495132446289062e-01,8.774499893188476562e-01,-1.792379021644592285e+00,5.104476928710937500e+00,3.862710297107696533e-01,3.955668926239013672e+00,5.004000000000000000e+03
-1.984551101922988892e-01,3.770176172256469727e-01,-1.289581060409545898e+00,6.129105091094970703e+00,9.767842888832092285e-01,4.637941360473632812e+00,2.050000000000000000e+02
-3.721667528152465820e-01,8.635596036911010742e-01,-1.544686913490295410e+00,2.554185628890991211e+00,8.448560237884521484e-01,3.508767843246459961e+00,4.602000000000000000e+03
-7.828555107116699219e-01,5.520468354225158691e-01,-1.474660992622375488e+00,3.309376955032348633e+00,4.309782013297080994e-02,2.898811340332031250e+00,2.102000000000000000e+03
-7.299561500549316406e-01,2.876160442829132080e-01,-1.472854137420654297e+00,6.373816967010498047e+00,5.368118286132812500e-01,4.338154792785644531e+00,3.105000000000000000e+03
-5.539654493331909180e-01,7.609111666679382324e-01,-1.685733318328857422e+00,5.371389389038085938e+00,6.915276050567626953e-01,3.703767538070678711e+00,6.004000000000000000e+03
-4.507250785827636719e-01,-3.490356206893920898e-01,-1.343558907508850098e+00,9.828669548034667969e+00,1.340713500976562500e+00,6.148187160491943359e+00,7.206000000000000000e+03
-3.085343837738037109e-01,2.403748631477355957e-01,-1.196769833564758301e+00,5.854793071746826172e+00,5.466366410255432129e-01,4.292252540588378906e+00,2.905000000000000000e+03
-4.703561067581176758e-01,5.290952324867248535e-01,-1.656064748764038086e+00,6.349911689758300781e+00,1.195037245750427246e+00,4.607948303222656250e+00,2.005000000000000000e+03
-1.957597881555557251e-01,8.708836436271667480e-01,-1.494455814361572266e+00,4.627296447753906250e+00,1.542142331600189209e-01,3.730589389801025391e+00,5.504000000000000000e+03
-5.333614349365234375e-01,1.468876004219055176e+00,-1.808717250823974609e+00,1.766129851341247559e+00,-4.910681396722793579e-03,2.779413223266601562e+00,8.801000000000000000e+03
-6.926470994949340820e-01,4.767910838127136230e-01,-1.546082019805908203e+00,5.315044403076171875e+00,5.895988941192626953e-01,3.943770885467529297e+00,8.404000000000000000e+03
-7.038819789886474609e-01,1.152141094207763672e+00,-1.781988739967346191e+00,2.556917428970336914e+00,1.226260960102081299e-01,3.037415742874145508e+00,2.302000000000000000e+03
