1.857719302177429199e+00,-2.447155714035034180e+00,-4.319229125976562500e+01,5.765773773193359375e+01,4.502184295654296875e+01,6.645454406738281250e+01,1.302000000000000000e+04
-2.203767001628875732e-02,-1.967743635177612305e+00,-4.208974075317382812e+01,5.708472824096679688e+01,4.454771423339843750e+01,6.467539215087890625e+01,3.200000000000000000e+02
1.069982349872589111e-02,-2.397657155990600586e+00,-1.379420852661132812e+01,2.439256668090820312e+01,1.459797763824462891e+01,2.378477859497070312e+01,1.530700000000000000e+04
-4.477445781230926514e-02,-2.349869489669799805e+00,-2.069194602966308594e+01,3.267934417724609375e+01,2.081384658813476562e+01,3.359221267700195312e+01,2.100000000000000000e+02
-1.092567324638366699e+00,-1.516493916511535645e+00,2.802181720733642578e+00,2.254416942596435547e+00,-9.782428741455078125e-01,3.486997842788696289e+00,1.070100000000000000e+04
3.213540911674499512e-01,-2.856684446334838867e+00,-1.110420322418212891e+01,2.216537094116210938e+01,1.002945327758789062e+01,2.084375000000000000e+01,1.420600000000000000e+04
2.961161136627197266e+00,-2.628580570220947266e+00,-3.421921920776367188e+01,4.714105606079101562e+01,3.504446029663085938e+01,5.398768997192382812e+01,1.421600000000000000e+04
-1.778533577919006348e+00,-1.239572048187255859e+00,4.871729373931884766e+00,1.575150847434997559e+00,-2.335364103317260742e+00,3.276111602783203125e+00,3.501000000000000000e+03
7.822616398334503174e-02,-2.351310253143310547e+00,-1.115464210510253906e+01,2.117125320434570312e+01,1.089665031433105469e+01,2.010524940490722656e+01,3.906000000000000000e+03
-1.749554753303527832e+00,-2.466191053390502930e+00,-5.294601917266845703e+00,1.687629699707031250e+01,5.045375347137451172e+00,1.313761901855468750e+01,1.504000000000000000e+03
9.078899025917053223e-01,-2.894614934921264648e+00,-1.564999008178710938e+01,2.752450752258300781e+01,1.494627094268798828e+01,2.748967170715332031e+01,1.330800000000000000e+04
-1.089159697294235229e-01,-2.889019727706909180e+00,-8.220328330993652344e+00,1.970879936218261719e+01,7.708523273468017578e+00,1.722229957580566406e+01,1.260500000000000000e+04
3.585306882858276367e+00,-2.707083940505981445e+00,-4.534329605102539062e+01,5.981535720825195312e+01,4.703451156616210938e+01,7.031291198730468750e+01,1.422100000000000000e+04
-1.226470589637756348e+00,-2.290660619735717773e+00,-2.006543159484863281e+01,3.349853134155273438e+01,2.095511627197265625e+01,3.313217163085937500e+01,4.510000000000000000e+03
-1.496780037879943848e+00,-2.467376232147216797e+00,-1.044612312316894531e+01,2.233806610107421875e+01,1.040586566925048828e+01,1.989720153808593750e+01,1.506000000000000000e+03
-2.055227011442184448e-01,-2.309695243835449219e+00,-2.475282859802246094e+01,3.756092834472656250e+01,2.572753143310546875e+01,3.965036010742187500e+01,1.512000000000000000e+03
-1.507254958152770996e+00,-2.180294275283813477e+00,-7.599478244781494141e+00,2.008037567138671875e+01,7.586437225341796875e+00,1.633545494079589844e+01,1.030500000000000000e+04
