"m1","m2","m3","x1","x2","x3","y1","y2","y3","tStart","tEnd","x1[tStart]","x2[tStart]","x3[tStart]","y1[tStart]","y2[tStart]","y3[tStart]","x1'[tStart]","x2'[tStart]","x3'[tStart]","y1'[tStart]","y2'[tStart]","y3'[tStart]","x1[tEnd]","x2[tEnd]","x3[tEnd]","y1[tEnd]","y2[tEnd]","y3[tEnd]"
5,12,13,-2.810902763935754,1.3098635003269945,1.4342438345268715,-1.649404487057824,3.6345451579301478,3.1835050630948385,4.2363133004400115,5.987962771231542,1.794876512445486e7,-3.0707613101506242e13,2.8346183181195617e13,-2.960479429746043e8,-8.395691849252088e13,7.749883157774756e13,5.539128230924711e7,-9.477116391868966e13,8.748321665780538e13,-9.136379114096489e8,-2.5908820477073794e14,2.3915876746736394e14,7.007230815590692e8,-1.19899815978112e15,1.106794633274471e15,-1.1558129467380816e10,-3.277386790983245e15,3.0252854862546045e15
5,12,13,-2.386773283856525,1.0885549011087559,0.7306080879174122,-1.4023318589940748,4.621249011250615,3.2974989859916244,4.287174543081797,6.803554546707581,-4.712436585531961,0.8632751761427556,1.828975383088564,4.739782889509108,-0.2470718994896771,3.40382569960196,-0.6811335963227492,-1.282215143725677,0.03868870743776737,1.247827449448202,-0.7431661467706937,1.1681040484667164,-6.004987898009107,-1.9101399237238033,1.065686944634932,8.128120786025418,-0.297016096253268,4.906337954162386
5,12,13,-1.8746680577323223,1.7489864102327872,0.9955233660636069,-0.8929971616054546,4.007642416488364,3.9112310997084974,0.24656164102716538,7.822981125474511,-1.8828429056962663,0.9947205421342001,3.9979688702469875,1.7686731759207788,-0.8758101746637523,3.900271732446461,-0.06617156565996996,-0.006375262903808661,-0.07859387875400178,0.15955086667746196,0.13950236302335522,-0.08900267306552824,-0.27045232460988045,-3.049730300222912,-1.763274078710959,9.321536234652939,1.695356289009427,6.869299872483642
5,12,13,-1.4942350498143346,1.8235950198343103,1.3478176387369665,-1.0538427450678607,3.3109022534155925,3.4177244335049544,0.35363763821090544,4.644161507590056,-1.4962634973658335,1.3481715680543618,3.286555083523918,1.8661797882091238,-1.0088653606937237,3.384930685248905,-0.010872121057535341,0.002482785735984823,-0.13838972617544748,0.24061030427362523,0.2553315666760988,-0.18628483993750616,2.4018373292455432e11,-9.723710238743581e14,8.974003110693461e14,9.458681337165477e10,-1.348315441460213e16,1.2446282759176018e16
5,12,13,-2.5290832457802286,1.0258117670737508,0.8575927702838393,-0.02088110758020978,4.776969631251628,3.7417775453593647,0.07084895737631314,6.990244282025065,-2.5308696588483395,0.8574361631736899,4.776039880513953,1.026706494277223,-0.01982071227280488,3.740998913455305,-0.05041828935136306,-0.004414229617574209,-0.02624770816279484,0.02525102536132941,0.029932647122570436,-0.021980621174249884,-10.476808498276089,-2.345787974084303,1.029397452490289,5.184824276589026,1.1044355530770247,3.5972516718674177
5,12,13,-2.8537068638825,1.805393413633432,0.6320670059053941,-0.21805240916121083,3.5311835080395135,4.928173437614962,2.8006664402748793,7.7482602515344805,-4.227769122656159,0.6859632966398868,2.2058680121262277,3.469814105541519,1.9385597961995056,3.2834136826867457,-0.8414099646551937,0.5868742227052474,-1.430338414098743,1.024652724184496,1.973076781888069,-1.5971296229166716,-7.037119120668936,-3.1624640130579307,-1.089047887781675,9.628251233925472,1.2544197053207307,5.777514726173336
5,12,13,-2.8430801359304674,1.3501617130982213,0.6660381261889468,-0.9848565600560373,3.6061570679116874,3.8193284069750986,2.9986548251028076,3.8623562706897694,-4.002968385284633,1.5434075710366681,1.3909630103561321,3.170843498594714,1.2744254977433072,2.171513543320677,-0.6205962152238563,-1.1478525460369322,0.12830845540187813,0.9893793092156911,-3.3490388154160624,3.363764436436902,-4.495901667245689,0.5060970849535185,1.4444930402731726,4.06253095154134,-0.03837871626839733,3.646698676870178
5,12,13,-2.011190330907293,1.4042206875416465,1.1909053275481432,-0.715958619238132,3.6447711348904783,3.897515982703164,3.0945542612528953,4.020919239726023,-3.3459140789883635,1.366948622116229,1.6574895597722907,3.6921813792270677,0.5633941222838776,3.242395016473045,-0.5630544747443624,-1.169456581991942,-0.08563806958746273,1.1574597462937344,-1.3418628383944993,1.5631317218022096,-3.7686495592196376,0.31542076957985854,1.4240406201406102,4.840763051232897,-0.15026581687347582,4.244592769979256
5,12,13,-1.4425858467711987,1.5896387203097588,0.354903873785561,-1.2217933501828822,4.290169056019644,4.280143290865315,1.2996922518432363,5.985859836368302,-1.6564193592273306,0.30511079709964867,4.056364207479029,2.4411869629879046,-0.7124543403709594,4.051407822302877,-0.28808951684215445,-0.05407145333511993,-0.3752552882382614,1.2644709106975918,0.7776524070593267,-0.3580732852447629,-2.0657414734338064,-0.5278548398301957,0.10606759902483281,11.58216277193359,0.3363304548433903,7.318942307363205
5,12,13,-2.3648802356454803,1.4375328703399253,1.0216513799633984,-0.6358969999352388,4.176155052183278,3.7361556314245714,0.7336622774525541,2.512257401910995,-2.469645310841436,1.021014526260778,4.083369852688267,1.5671219621095822,-0.492827547150746,3.635600590253222,-0.2822310004998186,0.003060330283874312,-0.25676728566835944,0.34922553144712776,0.3925801631582864,-0.2774059329177009,-3.4516187313334856,1.3891635087763923,2.7662528573733,2.7779302295169375,1.2918592799483022,2.2911236744762578
5,12,13,-2.4764118022642063,1.2649373738663696,1.2498476388457966,-1.8713260512657723,3.588259418247457,4.712540750468923,1.1144688003304388,7.502277125224749,-2.569040722416588,1.206956245252709,3.4794183062208233,1.5478238421576658,-1.6284847688997528,4.534492740873402,-0.15994367518352642,-0.0734562370351479,-0.19955084759449337,0.5050935732430842,0.44090248373388646,-0.3244718084021663,-1.5425598344015172,-1.6632377554413051,-0.9270108071637462,6.715745113398374,-1.0495297348967854,7.7880216179877175
5,12,13,-1.1502422759413444,1.8879964922948538,1.3964330921240933,-0.02303765855342821,3.8022680682189915,4.036601720491307,5.167642293660762,7.8276658684845835,-2.9130461233359046,-1.3173523210916085,0.24841669606035177,8.255382969398662,1.0456649878034265,5.372341089637905,0.4368994385748739,-0.9994802929107338,-1.1031144426732662,1.4828260241747215,0.8350144024721585,0.14274735546935083,-8.404130038488405e10,-6.381047091487494e13,5.919260777859167e13,7.370331725083751e9,2.714820611757306e14,-2.5069023959905166e14
5,12,13,-2.7442280100730376,1.8587243762884236,1.211623186985678,-1.5492878366453184,3.677569320534439,4.74152972549578,3.840869143624282,5.418414298419584,-3.122707549322681,1.5761505060862575,1.5916708235232928,4.5112989141325945,1.1569970513023713,2.803562445584798,-0.06308857345569191,-0.9902311203092794,-0.06268035253789912,1.1581860161512714,-2.332398013952741,2.4946482155857566,-2.7971353921189066,0.07065651315614808,1.084768520888435,6.40373075534032,-0.5006902317507599,5.056043101880042
5,12,13,-1.8305362997763934,1.8624298867932938,0.1096696162473334,-1.6092714927521476,3.6831266108533214,4.175961871891092,6.5071974446534835,7.712953517703346,-0.5170897871240464,-2.1829877258738315,1.2249889513848995,9.33983651993963,-0.027681003099207523,8.298466456038563,-0.38912031575861616,-0.9406301522863502,0.19863323592497217,3.2150921433714497,0.11190482817507039,0.7235751525557023,0.12499206518074493,-3.267905585899642,1.003271052655519,12.211334332052083,0.23763250025854726,9.49616293899895
5,12,13,-1.2316036088451865,1.1608414931389601,1.6375969233870897,-1.1094491968100475,3.0075625508483546,3.2754581443735766,0.9717826064781754,5.8912624166306955,-1.3090375644275503,1.5921351724185497,2.8242083970181926,1.5425077224062531,-0.7073674113257402,2.9588312839701083,-0.13912475101464752,-0.07947551087257532,-0.3980253465855763,0.7782101881565134,0.8625031560591575,-0.6825075717232564,2.193746043673995e11,-2.6497487315417224e16,2.4459447187040052e16,-1.2584204892736313e10,-1.7244772071927244e16,1.5918502972451478e16
5,12,13,-2.367181127413893,1.6359584333529573,1.3826351350517236,-1.6207976892184908,3.466059595589438,4.103324475986528,0.8531712266736591,2.240833419190116,-2.3909771247957483,1.3714169095185573,3.3827352859362394,1.7975809322385905,-1.4506361692383247,3.973317317346188,-0.05284256566476615,-0.024190638179165357,-0.19843533272433472,0.37784213317052334,0.4036835845970191,-0.3089646137249898,-2.479857944844758,1.353414295280208,2.8245795005252576,2.7271962646792747,-0.33720979239093435,3.111694215069965
5,12,13,-1.330123084812901,1.5600895968252164,0.3724231121124788,-0.7263636756380851,4.2028955362539016,4.905597222495674,3.43131177832832,5.85502651097649,-3.3614857343920828,0.4720929198521457,1.9310718297837108,7.3586364299152365,3.2050593891835217,3.0604371060349393,-0.7563468671285393,1.5638909453696996,-2.5600093336199286,2.579076753646929,2.2803292687858443,-1.2023120743553108,-5.014320713389108,0.2628516304181566,-0.937936653396254,13.354929385317929,1.356207341097102,7.375652697843823
5,12,13,-1.2220698395260832,1.0034706360186276,0.330906854710566,-1.6228100646603414,3.3764816607470505,4.291447896547448,2.6606018568519545,6.347568190271161,-1.574666707767653,0.21710628610845847,2.1683855866107633,5.034881823171706,0.9213383507504371,2.968283179638917,0.1599675569039799,0.2768163654678238,-1.2398098678292548,2.5134472195627593,2.071196433908437,-1.1647153619636126,0.05484970850476774,-1.5495525658790301,-0.8070813694509829,11.919082736810036,-0.07750489180676759,9.062600899777713
5,12,13,-2.042915093520268,1.2000754816200447,0.2199101950991298,-1.5112439208299917,3.1190202805903247,3.4906692626299978,0.6791533149917139,7.770171533070712,-2.0971805556619922,0.20684020701673853,3.0433540156838608,1.4070878968105176,-1.3621274325051556,3.4036025768144396,-0.1540007397817274,-0.03493618297168359,-0.22612400370995409,0.6052628082754791,0.4407755311463142,-0.25869925364933266,-2.641950037880961,-4.097718403787985,-1.0388747395640903,10.959304542878112,0.5944127053626862,8.764277087065212
5,12,13,-1.9840386715369922,1.6538189740325768,1.6156887114063343,-0.6138670986654406,3.769600137783428,3.328388542282882,0.09192934632682359,4.255974058439499,-1.9849399256748135,1.6160068366534666,3.767829800306858,1.6557393633416728,-0.6108552777250664,3.326018249624622,-0.0196027155824661,0.00693433406010691,-0.038528581301970975,0.04177211918933749,0.06554276920084498,-0.051585315761779785,-2.6583366343737943e18,-3.827350964676992e19,3.299025600496177e19,5.416110348349366e17,2.338121230528537e19,-1.9511143380551094e19
