"m1","m2","m3","x1","x2","x3","y1","y2","y3","tEnd","x1[tEnd]","x2[tEnd]","x3[tEnd]","y1[tEnd]","y2[tEnd]","y3[tEnd]"
5,12,13,-2.188839947640017,1.415667407992945,1.3718417156472085,-1.8715278349167277,4.236596006016739,4.132256305570893,0.005,-2.1888415885770955,1.3718413361775712,4.236593325283851,1.41567312213524,-1.8715226416519157,4.132252694902592
5,12,13,-2.188839947640017,1.415667407992945,1.3718417156472085,-1.8715278349167277,4.236596006016739,4.132256305570893,0.01,-2.1888464414117834,1.371840213963909,4.236585397342991,1.415690020954919,-1.8715072832224766,4.132242016797649
5,12,13,-2.188839947640017,1.415667407992945,1.3718417156472085,-1.8715278349167277,4.236596006016739,4.132256305570893,1,-2.2515492320192663,1.3584929495331624,4.129033216328575,1.6397462927070299,-1.6647280677541227,3.987946143309135
5,12,13,-2.188839947640017,1.415667407992945,1.3718417156472085,-1.8715278349167277,4.236596006016739,4.132256305570893,5,-2.731825145000429,0.6984801408563197,1.6350796815779798,5.838598166225076,-0.6496231824066633,4.312306904373939
5,12,13,-2.188839947640017,1.415667407992945,1.3718417156472085,-1.8715278349167277,4.236596006016739,4.132256305570893,7.5,0.21447905684532878,-1.6317538464421724,-0.5324624515827177,7.3633698599458555,-0.7788353767943648,6.98170841355127
5,12,13,-1.7221861015256499,1.766995859077714,0.22597192914707787,-1.2722280215361805,4.5843644777363455,3.438479670280435,0.001,-1.7221862203249958,0.2259719334536528,4.584364294316614,1.7669963617536422,-1.2722276948282654,3.438479526591171
5,12,13,-1.7221861015256499,1.766995859077714,0.22597192914707787,-1.2722280215361805,4.5843644777363455,3.438479670280435,0.003,-1.7221870271143496,0.2259719627051759,4.584363048664794,1.766999775541009,-1.2722254760753062,3.4384785507607942
5,12,13,-1.7221861015256499,1.766995859077714,0.22597192914707787,-1.2722280215361805,4.5843644777363455,3.438479670280435,0.005,-1.7221886406843987,0.2259720212145248,4.58436055735648,1.7670066031040068,-1.2722210385704893,3.438476599098269
5,12,13,-1.7221861015256499,1.766995859077714,0.22597192914707787,-1.2722280215361805,4.5843644777363455,3.438479670280435,0.01,-1.7221962042929821,0.2259722954778418,4.5843488793482114,1.7670386073041735,-1.2722002377667894,3.438467450679972
5,12,13,-1.7221861015256499,1.766995859077714,0.22597192914707787,-1.2722280215361805,4.5843644777363455,3.438479670280435,1,-1.8172376568564916,0.23405757675622654,4.425304659443363,2.185765762110336,-0.9954601876481458,3.3152254116779267
5,12,13,-1.7221861015256499,1.766995859077714,0.22597192914707787,-1.2722280215361805,4.5843644777363455,3.438479670280435,5,-2.4727511900286534,0.002345875811751774,1.3071806723369013,8.672654638821871,0.09616626236347972,5.158191083089759
5,12,13,-1.7221861015256499,1.766995859077714,0.22597192914707787,-1.2722280215361805,4.5843644777363455,3.438479670280435,7.5,-1.0487653389905034,-2.6444032371379054,0.18924460288121134,11.963746375916687,0.6701374064828669,8.075758422557486
5,12,13,-2.378099273176375,1.89328923869258,0.48686927740073127,-1.6977033637679968,4.191620017920675,3.1057857566011267,0.001,-2.378099317616613,0.4868693217077534,4.191619816340132,1.8932895628154367,-1.6977030607710313,3.105785575073648
5,12,13,-2.378099273176375,1.89328923869258,0.48686927740073127,-1.6977033637679968,4.191620017920675,3.1057857566011267,0.003,-2.378099590386945,0.4868695936660917,4.191618579042131,1.8932915522675973,-1.6977012009833947,3.105784460861636
5,12,13,-2.378099273176375,1.89328923869258,0.48686927740073127,-1.6977033637679968,4.191620017920675,3.1057857566011267,0.005,-2.3781001359225735,0.4868701375901983,4.1916161044380535,1.893295531166231,-1.6976974814018417,3.105782232431684
5,12,13,-2.378099273176375,1.89328923869258,0.48686927740073127,-1.6977033637679968,4.191620017920675,3.1057857566011267,0.01,-2.3781026931167673,0.48687268724044946,4.191604504724918,1.8933141822489827,-1.6976800458582388,3.105771786661499
5,12,13,-2.378099273176375,1.89328923869258,0.48686927740073127,-1.6977033637679968,4.191620017920675,3.1057857566011267,1,-2.4102699679854136,0.5238745068965699,4.03369652920916,2.1397427846473756,-1.4626510846520113,2.964102452657865
5,12,13,-2.378099273176375,1.89328923869258,0.48686927740073127,-1.6977033637679968,4.191620017920675,3.1057857566011267,5,-2.1868040489407896,-0.49703098743278695,1.81834400512756,6.346166654729324,-0.7038990866352832,4.220201954603937
5,12,13,-2.378099273176375,1.89328923869258,0.48686927740073127,-1.6977033637679968,4.191620017920675,3.1057857566011267,7.5,1.068871857513579,-2.576403556015626,-0.247501854298593,7.270490501495542,0.40845404524998064,6.618413845077771
5,12,13,-1.6888945964851012,1.1425865687493697,1.1802853915778848,-0.7236894092070578,4.416857161922769,4.281066606537058,0.001,-1.6888949536119984,1.18028529897279,4.416857000167913,1.1425869673831979,-0.7236890947698392,4.2810664131274985
5,12,13,-1.6888945964851012,1.1425865687493697,1.1802853915778848,-0.7236894092070578,4.416857161922769,4.281066606537058,0.003,-1.6888974069181202,1.1802846628198675,4.416855888975371,1.1425897058259784,-0.7236869347153249,4.281065084481153
5,12,13,-1.6888945964851012,1.1425865687493697,1.1802853915778848,-0.7236894092070578,4.416857161922769,4.281066606537058,0.005,-1.6889023135194934,1.1802833905212264,4.416853666586732,1.1425951827019247,-0.7236826146065674,4.281062427186113
5,12,13,-1.6888945964851012,1.1425865687493697,1.1802853915778848,-0.7236894092070578,4.416857161922769,4.281066606537058,0.01,-1.6889253131981112,1.1802774266314981,4.416843249134981,1.1426208555443746,-0.7236623640971485,4.2810499711122985
5,12,13,-1.6888945964851012,1.1425865687493697,1.1802853915778848,-0.7236894092070578,4.416857161922769,4.281066606537058,1,-1.98597841153144,1.1074058280845687,4.274544013581026,1.4763280685738525,-0.4536645959651189,4.1127152829275175
5,12,13,-1.6888945964851012,1.1425865687493697,1.1802853915778848,-0.7236894092070578,4.416857161922769,4.281066606537058,5,-6.056490248918076,0.19813962199438856,0.9953667861366096,6.448242140671929,0.07567485509178022,5.029147656405247
5,12,13,-1.6888945964851012,1.1425865687493697,1.1802853915778848,-0.7236894092070578,4.416857161922769,4.281066606537058,7.5,-8.027933355021489,-2.6584795830566343,-0.36456540330764764,10.194983915870573,0.6169143858404434,5.953011026562869
5,12,13,-1.9118909694602126,1.6282311324617704,0.9660995870336708,-0.9342591716708992,3.5248646288795347,3.315899540860669,0.001,-1.911891098274736,0.9660995992834236,3.5248643958114343,1.628231515990372,-0.9342587763793436,3.3158992700279986
